,lat,lon,elevation_ft,precip_in,month,year
940,41.58,124.07,28,9.39,Mar,2010
942,35.78,118.44,2703,0.66,Mar,2010
943,33.55,117.78,35,0.15,Mar,2010
947,37.21,118.61,9065,0.45,Mar,2010
950,33.94,118.39,97,0.21,Mar,2010
952,36.60,118.73,6735,4.45,Mar,2010
953,36.38,119.03,513,0.92,Mar,2010
956,37.96,119.12,6797,0.73,Mar,2010
957,33.81,118.15,31,0.25,Mar,2010
959,36.20,119.06,420,0.62,Mar,2010
960,34.27,117.18,5130,0.59,Mar,2010
963,37.05,120.87,120,0.62,Mar,2010
965,34.21,119.14,63,0.37,Mar,2010
966,34.73,120.22,800,0.51,Mar,2010
967,39.32,120.64,5156,9.58,Mar,2010
970,34.23,117.48,2730,1.96,Mar,2010
971,37.88,119.86,4510,4.67,Mar,2010
974,37.29,120.51,153,0.77,Mar,2010
976,41.25,122.14,3280,7.25,Mar,2010
977,36.95,120.04,270,2.04,Mar,2010
979,37.35,121.63,4198,2.72,Mar,2010
980,41.32,122.32,3590,5.06,Mar,2010
982,40.35,121.61,4875,5.61,Mar,2010
984,38.69,119.78,5530,1.26,Mar,2010
987,36.24,118.71,5400,5.30,Mar,2010
989,40.54,121.58,5750,2.32,Mar,2010
990,37.65,121.00,91,1.38,Mar,2010
992,35.05,118.16,2735,0.52,Mar,2010
993,37.49,119.99,2100,3.49,Mar,2010
994,41.78,122.04,4250,0.30,Mar,2010
995,35.47,115.54,4730,0.81,Mar,2010
997,34.23,118.07,5733,0.43,Mar,2010
998,38.89,121.60,32,1.89,Mar,2010
999,35.69,117.69,2283,0.23,Mar,2010
1000,33.28,115.52,-60,1.29,Mar,2010
1001,38.00,120.49,960,3.57,Mar,2010
1002,37.23,119.51,2630,3.68,Mar,2010
1003,38.28,122.26,35,2.63,Mar,2010
1004,39.25,121.00,2781,6.22,Mar,2010
1005,40.03,124.07,246,7.12,Mar,2010
1006,41.84,122.85,1980,3.49,Mar,2010
1008,33.21,117.35,30,0.45,Mar,2010
1010,39.75,122.20,254,0.90,Mar,2010
1011,41.31,123.53,400,7.02,Mar,2010
1012,39.52,121.55,171,2.58,Mar,2010
1018,36.61,120.88,1400,0.55,Mar,2010
1020,38.76,120.50,3450,8.32,Mar,2010
1021,36.83,119.32,615,1.65,Mar,2010
1024,38.70,120.83,1850,6.57,Mar,2010
1025,34.59,118.09,2596,0.43,Mar,2010
1026,39.37,123.13,1440,6.51,Mar,2010
1027,39.81,120.47,4850,3.44,Mar,2010
1028,35.63,120.69,700,0.56,Mar,2010
1029,39.75,121.62,1725,4.39,Mar,2010
1031,38.44,120.51,3000,4.36,Mar,2010
1032,40.99,121.98,1458,10.86,Mar,2010
1033,36.19,120.70,2300,1.23,Mar,2010
1035,33.82,116.50,474,0.00,Mar,2010
1036,40.98,121.51,2880,1.75,Mar,2010
1039,39.94,120.95,3420,4.82,Mar,2010
1040,35.37,117.65,357,0.60,Mar,2010
1041,40.15,122.25,353,0.87,Mar,2010
1043,40.52,122.30,502,1.88,Mar,2010
1045,36.11,118.64,6200,3.73,Mar,2010
1047,40.03,123.79,500,8.88,Mar,2010
1050,40.81,121.94,2100,5.27,Mar,2010
1054,38.51,121.50,21,2.98,Mar,2010
1055,38.59,121.50,27,1.95,Mar,2010
1056,32.73,117.18,15,0.68,Mar,2010
1057,34.42,119.68,5,0.81,Mar,2010
1058,34.13,117.25,1140,2.09,Mar,2010
1059,35.31,120.66,315,1.32,Mar,2010
1060,38.00,121.32,12,1.54,Mar,2010
1061,40.49,124.10,36,5.53,Mar,2010
1062,36.99,121.99,130,3.17,Mar,2010
1063,36.06,118.92,692,1.25,Mar,2010
1064,39.58,120.37,4975,3.48,Mar,2010
1065,37.62,122.38,13,2.79,Mar,2010
1066,37.77,122.43,150,2.79,Mar,2010
1067,39.43,120.24,6337,5.05,Mar,2010
1069,40.71,122.42,1075,5.24,Mar,2010
1070,39.57,120.62,4240,7.95,Mar,2010
1072,41.78,122.47,2644,1.13,Mar,2010
1074,37.05,121.06,277,0.59,Mar,2010
1075,38.72,120.57,3530,6.72,Mar,2010
1079,38.56,121.42,49,1.95,Mar,2010
1080,34.90,120.45,254,0.57,Mar,2010
1081,33.68,117.87,50,0.41,Mar,2010
1083,36.66,121.67,45,2.71,Mar,2010
1084,39.33,120.37,6885,9.02,Mar,2010
1085,37.97,120.39,1675,3.66,Mar,2010
1086,37.17,118.57,9580,0.17,Mar,2010
1087,38.50,120.22,3700,5.67,Mar,2010
1088,34.31,119.13,237,0.61,Mar,2010
1093,33.74,117.87,135,0.26,Mar,2010
1096,41.74,121.51,4770,0.93,Mar,2010
1097,39.88,123.73,850,9.18,Mar,2010
1098,39.59,122.53,800,1.03,Mar,2010
1099,38.44,122.70,174,3.74,Mar,2010
1100,39.56,121.11,3808,8.56,Mar,2010
1102,40.42,120.67,4555,1.26,Mar,2010
1105,39.17,120.14,6230,4.03,Mar,2010
1106,38.45,120.48,2355,4.84,Mar,2010
1107,39.33,120.19,6020,3.60,Mar,2010
1109,36.41,119.00,752,1.09,Mar,2010
1112,37.68,121.35,135,1.24,Mar,2010
1113,36.47,118.86,1140,2.75,Mar,2010
1114,40.73,122.79,1860,2.55,Mar,2010
1115,41.96,121.47,4035,0.63,Mar,2010
1117,38.71,120.04,8000,4.38,Mar,2010
1119,34.13,116.04,1975,0.80,Mar,2010
1121,39.15,123.21,636,5.60,Mar,2010
1122,39.13,123.20,626,5.22,Mar,2010
1125,36.33,119.30,325,0.67,Mar,2010
1128,40.46,121.87,2220,3.44,Mar,2010
1130,39.81,120.19,4950,1.21,Mar,2010
1132,35.60,119.35,345,0.12,Mar,2010
1134,38.69,121.79,70,1.79,Mar,2010
1135,40.73,122.94,2040,3.88,Mar,2010
1138,40.95,123.64,461,5.42,Mar,2010
1141,40.61,122.53,1295,4.69,Mar,2010
1142,38.47,120.37,1950,4.74,Mar,2010
1143,39.42,123.34,1350,5.85,Mar,2010
1145,36.93,121.77,95,2.33,Mar,2010
1146,41.37,122.64,2625,1.91,Mar,2010
1147,37.51,119.65,5120,3.39,Mar,2010
1148,37.75,119.59,3966,2.79,Mar,2010
1154,37.09,119.51,2090,4.45,Apr,2010
1155,40.98,124.11,223,8.35,Apr,2010
1156,41.19,120.94,4195,1.94,Apr,2010
1157,41.49,120.55,4400,1.17,Apr,2010
1158,38.57,122.44,1715,5.65,Apr,2010
1159,38.28,120.31,4695,9.71,Apr,2010
1161,36.49,118.83,1708,5.61,Apr,2010
1163,36.46,118.63,6400,7.14,Apr,2010
1164,38.91,121.08,1292,5.11,Apr,2010
1167,39.13,121.45,113,3.06,Apr,2010
1168,34.89,117.02,2320,0.64,Apr,2010
1169,40.74,123.21,1250,8.64,Apr,2010
1170,34.24,116.90,6760,0.92,Apr,2010
1171,37.21,119.24,4878,4.95,Apr,2010
1172,38.21,119.01,8370,1.53,Apr,2010
1176,35.43,119.05,497,1.14,Apr,2010
1177,40.47,123.79,640,12.31,Apr,2010
1178,37.37,118.36,4108,0.39,Apr,2010
1179,36.26,121.78,200,7.49,Apr,2010
1181,33.61,114.71,395,0.01,Apr,2010
1183,39.28,120.71,5280,11.07,Apr,2010
1184,40.88,121.68,3198,3.50,Apr,2010
1185,39.39,120.09,5575,3.11,Apr,2010
1186,39.45,120.66,5385,10.85,Apr,2010
1188,38.26,119.23,6470,0.99,Apr,2010
1189,39.69,121.35,3560,13.05,Apr,2010
1190,36.68,118.86,6800,9.44,Apr,2010
1191,39.92,121.35,1850,10.38,Apr,2010
1192,40.87,121.85,3800,9.49,Apr,2010
1195,40.17,121.09,4560,4.74,Apr,2010
1197,41.42,120.90,4310,2.64,Apr,2010
1198,34.58,119.98,800,3.15,Apr,2010
1201,41.78,124.24,56,8.52,Apr,2010
1202,41.80,124.21,40,10.47,Apr,2010
1203,41.53,120.17,4670,1.25,Apr,2010
1204,40.00,120.92,4520,9.33,Apr,2010
1205,40.30,121.24,4530,4.29,Apr,2010
1207,41.31,122.80,3185,3.96,Apr,2010
1209,39.69,121.82,185,4.65,Apr,2010
1210,37.97,119.92,4765,7.92,Apr,2010
1211,39.33,121.19,595,6.90,Apr,2010
1213,38.25,120.84,658,4.80,Apr,2010
1214,36.14,120.36,670,1.82,Apr,2010
1216,41.45,120.87,4315,2.61,Apr,2010
1217,37.25,119.71,2230,4.37,Apr,2010
1218,39.10,120.96,2400,7.04,Apr,2010
1219,41.98,122.34,2703,2.53,Apr,2010
1221,34.02,118.29,185,1.65,Apr,2010
1224,39.44,121.07,2503,10.84,Apr,2010
1225,32.93,116.56,4870,5.77,Apr,2010
1227,39.82,123.24,1410,6.45,Apr,2010
1228,34.85,116.79,1922,0.10,Apr,2010
1230,38.53,121.78,60,3.23,Apr,2010
1231,39.87,121.61,2710,11.83,Apr,2010
1232,36.46,116.86,-194,0.09,Apr,2010
1235,36.91,119.09,1720,5.95,Apr,2010
1237,39.97,120.08,4390,1.90,Apr,2010
1238,39.32,120.23,5937,5.58,Apr,2010
1239,40.02,120.10,4240,1.61,Apr,2010
1243,41.18,122.28,2170,9.33,Apr,2010
1244,39.56,120.82,2915,9.47,Apr,2010
1246,35.98,118.63,6700,5.80,Apr,2010
1248,40.81,124.16,20,7.76,Apr,2010
1251,37.93,119.23,9645,2.56,Apr,2010
1252,32.88,116.81,800,3.02,Apr,2010
1257,33.67,117.33,1285,1.23,Apr,2010
1258,39.36,122.52,1200,3.51,Apr,2010
1259,37.59,120.27,879,5.84,Apr,2010
1260,36.78,119.72,372,2.19,Apr,2010
1261,38.52,120.71,2160,6.57,Apr,2010
1263,38.27,122.07,40,3.43,Apr,2010
1264,37.27,118.96,7200,1.85,Apr,2010
1265,41.02,121.44,3310,2.05,Apr,2010
1266,34.70,118.43,3060,2.41,Apr,2010
1267,41.86,120.15,4500,1.74,Apr,2010
1268,41.60,122.85,2725,3.41,Apr,2010
1269,38.70,121.17,350,3.86,Apr,2010
1270,38.51,123.24,112,6.79,Apr,2010
1271,36.99,119.69,581,2.79,Apr,2010
1272,39.51,123.76,120,7.49,Apr,2010
1274,39.01,120.85,3020,8.67,Apr,2010
1275,41.85,123.97,384,14.23,Apr,2010
1278,37.75,119.13,8970,2.68,Apr,2010
1279,38.92,120.79,3011,10.49,Apr,2010
1282,39.16,120.86,3320,8.80,Apr,2010
1283,35.73,118.70,3140,3.98,Apr,2010
1287,39.20,121.07,2400,9.08,Apr,2010
1288,40.14,120.94,3560,4.02,Apr,2010
1289,36.74,118.96,6600,10.72,Apr,2010
1290,37.82,120.10,3145,6.42,Apr,2010
1291,41.55,122.92,2820,3.24,Apr,2010
1294,40.93,121.54,3015,1.89,Apr,2010
1295,36.37,118.65,8500,6.33,Apr,2010
1296,36.14,117.95,3825,0.34,Apr,2010
1297,37.94,119.79,3870,6.25,Apr,2010
1299,36.32,119.63,242,1.63,Apr,2010
1300,38.62,122.87,108,6.13,Apr,2010
1301,39.24,121.27,800,7.48,Apr,2010
1303,37.23,119.22,7020,8.20,Apr,2010
1304,36.85,121.42,275,4.62,Apr,2010
1306,41.80,123.38,1120,6.90,Apr,2010
1307,40.36,122.97,2750,4.94,Apr,2010
1308,36.18,118.62,7100,9.22,Apr,2010
1310,40.62,123.46,1275,6.20,Apr,2010
1313,36.80,118.20,3950,0.32,Apr,2010
1314,35.65,117.82,2440,0.14,Apr,2010
1315,32.83,115.58,0,0.10,Apr,2010
1316,35.63,118.48,2515,1.09,Apr,2010
1317,41.79,124.08,120,12.32,Apr,2010
1318,41.27,120.29,5400,2.75,Apr,2010
1320,34.49,119.51,2200,3.96,Apr,2010
1323,36.21,121.13,320,1.89,Apr,2010
1324,41.58,124.07,28,13.08,Apr,2010
1326,35.78,118.44,2703,1.21,Apr,2010
1327,33.55,117.78,35,0.99,Apr,2010
1331,37.21,118.61,9065,1.42,Apr,2010
1334,33.94,118.39,97,1.25,Apr,2010
1336,36.60,118.73,6735,9.26,Apr,2010
1337,36.38,119.03,513,3.82,Apr,2010
1340,37.96,119.12,6797,1.77,Apr,2010
1341,33.81,118.15,31,0.77,Apr,2010
1343,36.20,119.06,420,2.76,Apr,2010
1344,34.27,117.18,5130,3.53,Apr,2010
1347,37.05,120.87,120,2.59,Apr,2010
1349,34.21,119.14,63,1.28,Apr,2010
1350,34.73,120.22,800,2.83,Apr,2010
1351,39.32,120.64,5156,12.50,Apr,2010
1354,34.23,117.48,2730,3.25,Apr,2010
1355,37.88,119.86,4510,6.35,Apr,2010
1358,37.29,120.51,153,3.67,Apr,2010
1360,41.25,122.14,3280,5.67,Apr,2010
1361,36.95,120.04,270,2.69,Apr,2010
1363,37.35,121.63,4198,4.39,Apr,2010
1364,41.32,122.32,3590,7.70,Apr,2010
1366,40.35,121.61,4875,6.42,Apr,2010
1368,38.69,119.78,5530,1.19,Apr,2010
1371,36.24,118.71,5400,8.01,Apr,2010
1373,40.54,121.58,5750,7.64,Apr,2010
1374,37.65,121.00,91,2.48,Apr,2010
1376,35.05,118.16,2735,0.56,Apr,2010
1377,37.49,119.99,2100,4.76,Apr,2010
1378,41.78,122.04,4250,0.85,Apr,2010
1379,35.47,115.54,4730,0.66,Apr,2010
1381,34.23,118.07,5733,2.00,Apr,2010
1382,38.89,121.60,32,2.11,Apr,2010
1383,35.69,117.69,2283,0.08,Apr,2010
1384,33.28,115.52,-60,0.03,Apr,2010
1385,38.00,120.49,960,6.16,Apr,2010
1386,37.23,119.51,2630,7.60,Apr,2010
1387,38.28,122.26,35,3.86,Apr,2010
1388,39.25,121.00,2781,12.31,Apr,2010
1389,40.03,124.07,246,10.09,Apr,2010
1390,41.84,122.85,1980,3.92,Apr,2010
1392,33.21,117.35,30,1.84,Apr,2010
1394,39.75,122.20,254,3.32,Apr,2010
1395,41.31,123.53,400,8.09,Apr,2010
1396,39.52,121.55,171,3.97,Apr,2010
1402,36.61,120.88,1400,2.17,Apr,2010
1404,38.76,120.50,3450,8.03,Apr,2010
1405,36.83,119.32,615,4.04,Apr,2010
1408,38.70,120.83,1850,6.48,Apr,2010
1409,34.59,118.09,2596,0.72,Apr,2010
1410,39.37,123.13,1440,11.49,Apr,2010
1411,39.81,120.47,4850,2.28,Apr,2010
1412,35.63,120.69,700,2.56,Apr,2010
1413,39.75,121.62,1725,10.86,Apr,2010
1415,38.44,120.51,3000,9.40,Apr,2010
1416,40.99,121.98,1458,9.93,Apr,2010
1417,36.19,120.70,2300,3.92,Apr,2010
1419,33.82,116.50,474,0.08,Apr,2010
1420,40.98,121.51,2880,1.95,Apr,2010
1423,39.94,120.95,3420,5.49,Apr,2010
1424,35.37,117.65,357,0.62,Apr,2010
1425,40.15,122.25,353,3.60,Apr,2010
1427,40.52,122.30,502,4.58,Apr,2010
1429,36.11,118.64,6200,7.93,Apr,2010
1431,40.03,123.79,500,10.28,Apr,2010
1434,40.81,121.94,2100,9.89,Apr,2010
1438,38.51,121.50,21,2.65,Apr,2010
1439,38.59,121.50,27,2.60,Apr,2010
1440,32.73,117.18,15,1.78,Apr,2010
1441,34.42,119.68,5,2.35,Apr,2010
1442,34.13,117.25,1140,1.20,Apr,2010
1443,35.31,120.66,315,2.41,Apr,2010
1444,38.00,121.32,12,2.77,Apr,2010
1445,40.49,124.10,36,7.97,Apr,2010
1446,36.99,121.99,130,4.49,Apr,2010
1447,36.06,118.92,692,3.04,Apr,2010
1448,39.58,120.37,4975,3.16,Apr,2010
1449,37.62,122.38,13,3.59,Apr,2010
1450,37.77,122.43,150,3.59,Apr,2010
1451,39.43,120.24,6337,5.20,Apr,2010
1453,40.71,122.42,1075,10.39,Apr,2010
1454,39.57,120.62,4240,9.73,Apr,2010
1456,41.78,122.47,2644,2.43,Apr,2010
1458,37.05,121.06,277,1.43,Apr,2010
1459,38.72,120.57,3530,6.16,Apr,2010
1463,38.56,121.42,49,2.60,Apr,2010
1464,34.90,120.45,254,2.15,Apr,2010
1465,33.68,117.87,50,1.37,Apr,2010
1467,36.66,121.67,45,3.33,Apr,2010
1468,39.33,120.37,6885,9.53,Apr,2010
1469,37.97,120.39,1675,5.76,Apr,2010
1470,37.17,118.57,9580,7.92,Apr,2010
1471,38.50,120.22,3700,7.66,Apr,2010
1472,34.31,119.13,237,1.54,Apr,2010
1477,33.74,117.87,135,1.25,Apr,2010
1480,41.74,121.51,4770,1.50,Apr,2010
1481,39.88,123.73,850,11.32,Apr,2010
1482,39.59,122.53,800,4.01,Apr,2010
1483,38.44,122.70,174,4.29,Apr,2010
1484,39.56,121.11,3808,13.02,Apr,2010
1486,40.42,120.67,4555,1.25,Apr,2010
1489,39.17,120.14,6230,4.03,Apr,2010
1490,38.45,120.48,2355,8.26,Apr,2010
1491,39.33,120.19,6020,3.90,Apr,2010
1493,36.41,119.00,752,3.53,Apr,2010
1496,37.68,121.35,135,1.28,Apr,2010
1497,36.47,118.86,1140,5.28,Apr,2010
1498,40.73,122.79,1860,5.87,Apr,2010
1499,41.96,121.47,4035,1.50,Apr,2010
1501,38.71,120.04,8000,6.66,Apr,2010
1503,34.13,116.04,1975,0.02,Apr,2010
1505,39.15,123.21,636,5.06,Apr,2010
1506,39.13,123.20,626,6.89,Apr,2010
1509,36.33,119.30,325,2.06,Apr,2010
1512,40.46,121.87,2220,4.39,Apr,2010
1514,39.81,120.19,4950,1.45,Apr,2010
1516,35.60,119.35,345,0.45,Apr,2010
1518,38.69,121.79,70,3.47,Apr,2010
1519,40.73,122.94,2040,6.17,Apr,2010
1522,40.95,123.64,461,8.36,Apr,2010
1525,40.61,122.53,1295,10.97,Apr,2010
1526,38.47,120.37,1950,8.52,Apr,2010
1527,39.42,123.34,1350,8.25,Apr,2010
1529,36.93,121.77,95,4.19,Apr,2010
1530,41.37,122.64,2625,3.11,Apr,2010
1531,37.51,119.65,5120,6.98,Apr,2010
1532,37.75,119.59,3966,7.46,Apr,2010
1538,37.09,119.51,2090,0.60,May,2010
1539,40.98,124.11,223,3.52,May,2010
1540,41.19,120.94,4195,0.92,May,2010
1541,41.49,120.55,4400,1.25,May,2010
1542,38.57,122.44,1715,2.45,May,2010
1543,38.28,120.31,4695,4.85,May,2010
1545,36.49,118.83,1708,0.50,May,2010
1547,36.46,118.63,6400,1.62,May,2010
1548,38.91,121.08,1292,2.26,May,2010
1551,39.13,121.45,113,1.02,May,2010
1552,34.89,117.02,2320,0.00,May,2010
1553,40.74,123.21,1250,3.00,May,2010
1554,34.24,116.90,6760,0.40,May,2010
1555,37.21,119.24,4878,1.02,May,2010
1556,38.21,119.01,8370,0.32,May,2010
1560,35.43,119.05,497,0.27,May,2010
1561,40.47,123.79,640,5.02,May,2010
1562,37.37,118.36,4108,0.00,May,2010
1563,36.26,121.78,200,1.71,May,2010
1565,33.61,114.71,395,0.00,May,2010
1567,39.28,120.71,5280,6.58,May,2010
1568,40.88,121.68,3198,1.38,May,2010
1569,39.39,120.09,5575,0.94,May,2010
1570,39.45,120.66,5385,6.67,May,2010
1572,38.26,119.23,6470,0.27,May,2010
1573,39.69,121.35,3560,5.24,May,2010
1574,36.68,118.86,6800,1.17,May,2010
1575,39.92,121.35,1850,4.31,May,2010
1576,40.87,121.85,3800,4.37,May,2010
1579,40.17,121.09,4560,3.17,May,2010
1581,41.42,120.90,4310,1.69,May,2010
1582,34.58,119.98,800,0.05,May,2010
1585,41.78,124.24,56,3.83,May,2010
1586,41.80,124.21,40,5.11,May,2010
1587,41.53,120.17,4670,1.35,May,2010
1588,40.00,120.92,4520,4.07,May,2010
1589,40.30,121.24,4530,1.62,May,2010
1591,41.31,122.80,3185,0.68,May,2010
1593,39.69,121.82,185,1.27,May,2010
1594,37.97,119.92,4765,3.15,May,2010
1595,39.33,121.19,595,2.99,May,2010
1597,38.25,120.84,658,1.52,May,2010
1598,36.14,120.36,670,0.00,May,2010
1600,41.45,120.87,4315,1.64,May,2010
1601,37.25,119.71,2230,0.95,May,2010
1602,39.10,120.96,2400,3.03,May,2010
1603,41.98,122.34,2703,1.05,May,2010
1605,34.02,118.29,185,0.05,May,2010
1608,39.44,121.07,2503,3.61,May,2010
1609,32.93,116.56,4870,0.00,May,2010
1611,39.82,123.24,1410,2.57,May,2010
1612,34.85,116.79,1922,0.00,May,2010
1614,38.53,121.78,60,0.60,May,2010
1615,39.87,121.61,2710,3.50,May,2010
1616,36.46,116.86,-194,0.00,May,2010
1619,36.91,119.09,1720,0.95,May,2010
1621,39.97,120.08,4390,0.77,May,2010
1622,39.32,120.23,5937,1.48,May,2010
1623,40.02,120.10,4240,0.57,May,2010
1627,41.18,122.28,2170,3.59,May,2010
1628,39.56,120.82,2915,5.14,May,2010
1630,35.98,118.63,6700,1.92,May,2010
1632,40.81,124.16,20,3.51,May,2010
1635,37.93,119.23,9645,0.80,May,2010
1636,32.88,116.81,800,0.02,May,2010
1641,33.67,117.33,1285,0.02,May,2010
1642,39.36,122.52,1200,1.55,May,2010
1643,37.59,120.27,879,0.53,May,2010
1644,36.78,119.72,372,0.21,May,2010
1645,38.52,120.71,2160,4.13,May,2010
1647,38.27,122.07,40,0.98,May,2010
1648,37.27,118.96,7200,1.01,May,2010
1649,41.02,121.44,3310,1.71,May,2010
1650,34.70,118.43,3060,0.09,May,2010
1651,41.86,120.15,4500,1.48,May,2010
1652,41.60,122.85,2725,0.57,May,2010
1653,38.70,121.17,350,1.38,May,2010
1654,38.51,123.24,112,2.47,May,2010
1655,36.99,119.69,581,0.31,May,2010
1656,39.51,123.76,120,1.99,May,2010
1658,39.01,120.85,3020,4.23,May,2010
1659,41.85,123.97,384,6.18,May,2010
1662,37.75,119.13,8970,0.89,May,2010
1663,38.92,120.79,3011,4.82,May,2010
1666,39.16,120.86,3320,5.00,May,2010
1667,35.73,118.70,3140,0.43,May,2010
1671,39.20,121.07,2400,3.17,May,2010
1672,40.14,120.94,3560,2.31,May,2010
1673,36.74,118.96,6600,1.59,May,2010
1674,37.82,120.10,3145,2.20,May,2010
1675,41.55,122.92,2820,1.30,May,2010
1678,40.93,121.54,3015,1.25,May,2010
1679,36.37,118.65,8500,4.41,May,2010
1680,36.14,117.95,3825,0.12,May,2010
1681,37.94,119.79,3870,3.16,May,2010
1683,36.32,119.63,242,0.32,May,2010
1684,38.62,122.87,108,2.30,May,2010
1685,39.24,121.27,800,1.84,May,2010
1687,37.23,119.22,7020,2.28,May,2010
1688,36.85,121.42,275,0.57,May,2010
1690,41.80,123.38,1120,2.66,May,2010
1691,40.36,122.97,2750,3.08,May,2010
1692,36.18,118.62,7100,2.32,May,2010
1694,40.62,123.46,1275,1.70,May,2010
1697,36.80,118.20,3950,0.00,May,2010
1698,35.65,117.82,2440,0.00,May,2010
1699,32.83,115.58,0,0.00,May,2010
1700,35.63,118.48,2515,0.11,May,2010
1701,41.79,124.08,120,5.43,May,2010
1702,41.27,120.29,5400,2.51,May,2010
1704,34.49,119.51,2200,0.13,May,2010
1707,36.21,121.13,320,0.12,May,2010
1708,41.58,124.07,28,5.63,May,2010
1710,35.78,118.44,2703,0.11,May,2010
1711,33.55,117.78,35,0.03,May,2010
1715,37.21,118.61,9065,0.24,May,2010
1718,33.94,118.39,97,0.08,May,2010
1720,36.60,118.73,6735,2.15,May,2010
1721,36.38,119.03,513,0.16,May,2010
1724,37.96,119.12,6797,0.30,May,2010
1725,33.81,118.15,31,0.05,May,2010
1727,36.20,119.06,420,0.19,May,2010
1728,34.27,117.18,5130,0.38,May,2010
1731,37.05,120.87,120,0.18,May,2010
1733,34.21,119.14,63,0.17,May,2010
1734,34.73,120.22,800,0.08,May,2010
1735,39.32,120.64,5156,6.58,May,2010
1738,34.23,117.48,2730,0.26,May,2010
1739,37.88,119.86,4510,2.32,May,2010
1742,37.29,120.51,153,0.47,May,2010
1744,41.25,122.14,3280,3.14,May,2010
1745,36.95,120.04,270,0.15,May,2010
1747,37.35,121.63,4198,1.36,May,2010
1748,41.32,122.32,3590,2.65,May,2010
1750,40.35,121.61,4875,3.40,May,2010
1752,38.69,119.78,5530,0.65,May,2010
1755,36.24,118.71,5400,1.33,May,2010
1757,40.54,121.58,5750,3.53,May,2010
1758,37.65,121.00,91,0.95,May,2010
1760,35.05,118.16,2735,0.00,May,2010
1761,37.49,119.99,2100,1.14,May,2010
1762,41.78,122.04,4250,0.27,May,2010
1763,35.47,115.54,4730,0.20,May,2010
1765,34.23,118.07,5733,0.04,May,2010
1766,38.89,121.60,32,0.62,May,2010
1767,35.69,117.69,2283,0.09,May,2010
1768,33.28,115.52,-60,0.00,May,2010
1769,38.00,120.49,960,2.19,May,2010
1770,37.23,119.51,2630,0.94,May,2010
1771,38.28,122.26,35,1.16,May,2010
1772,39.25,121.00,2781,4.09,May,2010
1773,40.03,124.07,246,4.73,May,2010
1774,41.84,122.85,1980,1.01,May,2010
1776,33.21,117.35,30,0.00,May,2010
1778,39.75,122.20,254,1.17,May,2010
1779,41.31,123.53,400,3.44,May,2010
1780,39.52,121.55,171,1.40,May,2010
1786,36.61,120.88,1400,0.20,May,2010
1788,38.76,120.50,3450,7.08,May,2010
1789,36.83,119.32,615,0.31,May,2010
1792,38.70,120.83,1850,2.92,May,2010
1793,34.59,118.09,2596,0.08,May,2010
1794,39.37,123.13,1440,4.10,May,2010
1795,39.81,120.47,4850,1.05,May,2010
1796,35.63,120.69,700,0.08,May,2010
1797,39.75,121.62,1725,2.28,May,2010
1799,38.44,120.51,3000,2.81,May,2010
1800,40.99,121.98,1458,4.05,May,2010
1801,36.19,120.70,2300,0.26,May,2010
1803,33.82,116.50,474,0.00,May,2010
1804,40.98,121.51,2880,1.34,May,2010
1807,39.94,120.95,3420,2.77,May,2010
1808,35.37,117.65,357,0.00,May,2010
1809,40.15,122.25,353,1.10,May,2010
1811,40.52,122.30,502,1.12,May,2010
1813,36.11,118.64,6200,1.44,May,2010
1815,40.03,123.79,500,3.96,May,2010
1818,40.81,121.94,2100,5.19,May,2010
1822,38.51,121.50,21,0.83,May,2010
1823,38.59,121.50,27,0.84,May,2010
1824,32.73,117.18,15,0.01,May,2010
1825,34.42,119.68,5,0.15,May,2010
1826,34.13,117.25,1140,0.02,May,2010
1827,35.31,120.66,315,0.16,May,2010
1828,38.00,121.32,12,0.52,May,2010
1829,40.49,124.10,36,3.21,May,2010
1830,36.99,121.99,130,0.74,May,2010
1831,36.06,118.92,692,0.11,May,2010
1832,39.58,120.37,4975,1.04,May,2010
1833,37.62,122.38,13,0.95,May,2010
1834,37.77,122.43,150,0.95,May,2010
1835,39.43,120.24,6337,1.98,May,2010
1837,40.71,122.42,1075,3.80,May,2010
1838,39.57,120.62,4240,4.94,May,2010
1840,41.78,122.47,2644,0.46,May,2010
1842,37.05,121.06,277,0.51,May,2010
1843,38.72,120.57,3530,6.54,May,2010
1847,38.56,121.42,49,0.84,May,2010
1848,34.90,120.45,254,0.18,May,2010
1849,33.68,117.87,50,0.03,May,2010
1851,36.66,121.67,45,0.86,May,2010
1852,39.33,120.37,6885,5.16,May,2010
1853,37.97,120.39,1675,1.73,May,2010
1854,37.17,118.57,9580,0.00,May,2010
1855,38.50,120.22,3700,5.70,May,2010
1856,34.31,119.13,237,0.21,May,2010
1861,33.74,117.87,135,0.00,May,2010
1864,41.74,121.51,4770,0.40,May,2010
1865,39.88,123.73,850,4.73,May,2010
1866,39.59,122.53,800,0.68,May,2010
1867,38.44,122.70,174,2.68,May,2010
1868,39.56,121.11,3808,5.72,May,2010
1870,40.42,120.67,4555,1.28,May,2010
1873,39.17,120.14,6230,1.55,May,2010
1874,38.45,120.48,2355,4.10,May,2010
1875,39.33,120.19,6020,0.80,May,2010
1877,36.41,119.00,752,0.22,May,2010
1880,37.68,121.35,135,0.27,May,2010
1881,36.47,118.86,1140,0.21,May,2010
1882,40.73,122.79,1860,2.09,May,2010
1883,41.96,121.47,4035,0.52,May,2010
